7143,2010-04-09,stayed lovely house nights wife greatly enjoyed friendly people make feel home spending time real website hidden airbnb things leilani 
7143,2010-06-20,strongly recommend couple warm helpfull make feel like part company leilani ova waiting greece next time katerina fanouraki 
7143,2010-06-27,first time using airbnb leilani ova great host spent time see la give ideas things see would make trip great like local shops local houses see grateful friendship would love stay larry montana 
7143,2010-08-18,great place highly recommended good location 
7143,2010-08-27,even though short visit say leilani ova friendly courteous room comfortable next time hope stay longer 
7143,2010-08-29,wonderful time leilani ova house also first time using bnb got admit skeptical first soon arrived felt visiting family another state felt like home away home bed comfortable friend goin go bar somethin later night toured la tried take nap turned lol anywho make u feel welcomed nice helpful get spend much time cali ca wait move ever need place la kno go thank guys wonderful generous couple visited chicago 
7143,2010-09-14,leilani ova perfect hosts could hoped room great slept better vibes safe feel surmise convenient culver access could hope stay return seattle 
7143,2010-10-01,wonderful one night stop leilani ova place slight mishap guy looking place away tour gave us wrong street number found photos across road well antoine fab host even drove us shops stock international power adapters patient enough allow us n burger stop highly recommended way home tho vegetarian room perfectly cozy well set travelers rest complete awesome inspiring library great experience great price would recommend anyone looking stay area 
7143,2010-10-06,leilani ova house comfortable welcoming everything needed stay la house centrally situated best car found getting around bus time consuming buses pretty irregular 
7143,2010-10-11,great house enjoyed stay 
7143,2010-11-02,leilani ova perfect hosts comfortable stay last minute decision try little relunctant book room staying leilani ova thankful room comfortable excellent book collection ranging eyes potter provide couple power strips many electronics know la house centrally located tourists sites santa monica hollywood venice downtown would stay everytime 
7143,2010-11-12,thanks much hosting us beautiful home comfort cozy home base navigating campus visits job interviews city best luck little one 
7143,2010-11-14,leilani welcoming open host home lovely enjoyed walking neighbourhood would specifically recommend industry cafe jazz soul futon comfortable futon slept well thanks visit 
7143,2011-07-06,leilani ova nice people gave much needed information enjoy stay la place cosy comfortable 
7143,2011-07-13,absolutely enjoyed staying ova leilani little apt behind residence bed comfy cozy perfect getaway quiet peaceful perfect writers artists thrilled stayed kindred spirits blessing discovered little gem hope return soon thanks leilani 
7143,2011-10-10,leilani ova great hosts space cozy welcoming fresh ca air sunshine poured windows comfy guest house everything needed 
7143,2011-10-25,leilani ova warm considerate hosts little studio frills cozy perfect needs able lend us portacrib accommodating much see neighborhood convenient getting locations 
7143,2011-11-19,leilani ova great hosts nice accommodating especially finding way brew coffee morning guest house quiet comfortable sunny great location central every major destination 
7143,2012-01-01,quiet abode tucked away quaint neighborhood near major road convenient get around say anywhere apartment clean tidy great value thanks 
7143,2012-05-19,house cozy well maintained ideally located big difference warm welcome help hosts leilani ova stayed nearly months pleasure meet live next friendly people la 
7143,2012-07-16,space simple neat clean private right would gladly stay hosts friendly helpful 
7143,2012-08-01,leilani ova nice hosts besides everything could make stay nice possible liked family atmosphere felt home place looking forward meet 
7143,2012-08-08,pleasant leilani ova apartment location great especially driving airport quick easy basically places might want see problem either communicating hosts relaxed easy helpful apartment nice simple clean private entrance bathroom kitchen would stay time thanks leilani ova 
7143,2012-08-11,ova leilani great friendly welcoming still respecting privacy needed place stay west pinch perfect us place clean safe well kept thank much ova leilani us xo heather tom 
7143,2012-08-21,enjoyed stay cozy little apartment appreciated highway access get different parts la coast place minimally furnished think first apt college clean suited us well trip would recommend car get around location many things walkable public transit may better option ova leilani open communicative easy going giving us plenty privacy accommodating needs stay would recommend place home base travels west la 
7143,2012-08-24,hi guys leilani ova great kind relax people great flat convenient need enjoyed stay definitely recommend place visiting los angeles thanks 
7143,2012-09-04,friend stayed leilani ova place la wedding apartment cute cozy right people also convenient freeways culver city us great block away wedding venue 
7143,2012-09-18,simply amazing hosts great time staying la first time life leilani ova gave great advice sightseeing everything needed know room cozy clean outside space awesome well would love come back one day 
7143,2012-11-18,stayed month comfy place ova leilani made whole experience easy simple convenient culver city west la venice definitely look first travel back 
7143,2013-01-02,well located spot chill hosts hot water broken quickly fixed 
7143,2013-02-11,great communication clean unit thanks 
7143,2013-04-02,feel passionately incredibly perfect stay leilani ova nouthak almost want keep tell anyone rare find accommodating people friendly yet also interesting people talk learnt things truly wait learn staying oh well secret leilani ova greatest airbnb planet accept share rest community 
7143,2013-04-28,leilani ova little nouthak fantastic hosts space exactly represented comfortable clean located perfect spot want many different areas across la really nearly minutes everywhere downtown la santa monica venice lax west hollywood definitely within mins location depending traffic made burbank hour south east la nearly orange county ova leilani small studio next space even get enjoy listening watching want creative folks work immediate neighborhood beverly hills stretch felt safe walking corner mart venice blvd late night several nice restaurants washington one long block south west kind like way la everywhere definitely return 
7143,2013-05-10,although met leilani ova briefly super friendly quick respond emails apartment great clean needed make stay pleasant hassle free 
7143,2013-05-16,quaint little place perfect location needed couple days ova great host accommodative schedule nouthak little cutie pie 
7143,2013-05-21,leilani ova wonderful hosts quick two night stay la place kept clean location great would definitely stay hopefully catch one theatre performances 
7143,2013-06-15,perfect place great location sons small kids area really close everything need also close freeway entrances wherever need go although park street safe parking problem highly recommend staying visiting area son age says liked staying better hotel 
7143,2013-06-25,enjoyed stay conveinent cali thank 
7143,2013-07-03,bon rapport prix et bien des grandes de la est bien la chambre confortable la moquette est douceur de diner dans les le fast food peine en voiture nous malheureusement pas les uniquement leur petit chat 
7143,2013-07-21,first airbnb experience worked well us needed place stay la weeks offer support newest member family parents hosts welcoming accommodations simple quiet comfortable street parking always available price made two week stay affordable location great easily navigate around la humble home base thank leilani ova nouthak back sure 
7143,2013-07-28,stayed long time ago wonderful little spot accessible major thoroughfares tucked residential street hosts warm welcoming 
7143,2013-08-10,leilani ova prompt responding getting place ready us lot time convenient location needed great price would recommend place 
7143,2013-08-27,located ideal position visiting los angeles car ova leilani offer quiet comfortable space relax rest assured whether go sea whether spend time walking around city great week highly recommend giorgio 
7143,2013-10-23,de leilani ova est bien il est bien sur venice blvd pratique si voyage en bus laverie et mini mart deux pas pratique il avait tout le de cuisine et de salle de bain la maison est propre et le lit est confortable la moquette est douce je recommande ce logement tout ceux qui veulent quelque chose de bien et abordable 
7143,2013-10-27,ova leilani responded within hours request met arrived space clean friendly great location would stay would recommend others thanks ova leilani 
7143,2013-11-07,great time staying location really good everything need close place nice comfortable clean leilani ova great hosts great first stay airbnb would definitely come back 
7143,2013-11-11,perfect place us stay husband month old son la visiting sister lives min great cozy little guesthouse basic kitchen needs bedroom comfy bed great able hang patio area night son went bed leilani ova nice helpful stay definitely back soon 
7143,2013-12-12,great location literally mins car anywhere la nice neighborhood bounded several main streets convenient ova leilani gracious helpful host 
7143,2014-01-12,lovely stay great central location los angeles ova leilani warm friendly would certainly come back 
7143,2014-02-16,parents stayed leilani ova guest house four weeks place comfortable could cook meal relax read inside outside yard completely enclosed small son could run house safely hosts welcoming available whenever needed good experience us 
7143,2014-02-18,ova leilani place exactly needed cozy clean place good internet world comfiest bed five minutes helms bakery needed weekend ova really helpful even lent tape measure weird request friendly even brief interactions would recommend place anyone wanting quiet place westside 
7143,2014-04-03,simple quiet place oasis noisy busyness la managed get public transport 
7143,2014-04-17,ova good host problem see check checkout without meeting host suppose good touch email phone whenever needed answered question fast accurate appartment small outdated need stuff see photos appartmnet description real bed appartment opened futon think could comfortable neighborhood realy clean quite many good restaurant minutes car appartment also close everything la car problem park car near appartment 
7143,2014-04-23,dear leilani ova thank us enyoyed stay much hospitality awesome flat perfect us discover la quiet retreat busy day city 
7143,2014-04-26,stay great cool city also accommodation ovas house good everything needed appartement everything clean problems reach airport universal studios walk fame santa monica griffith park car minutes 
7143,2014-05-03,great place huge money ova hands host like also friendly accommodating also like place everything could need felt safe welcome la work grateful homey comforting place rest head long day thank much 
7143,2014-05-05,nice stay never met host issue communication timely accurate space clean great value la training early home late never worried going bother host coming going airbnb quite private ca comment use kitchen use would recommend airbnb read close enough supprised bed opened futon extra mattress pad matter comfortable 
7143,2014-06-17,great place say venice landlord cool nice person mind bbq would 
7143,2014-07-02,excellent stay among friendly hosts smiling happy meet sorry broken english apartment lol great tranquility needed thank hope see soon best vacation ever 
7143,2014-07-27,wonderful time ove place flat clean cosy hawaiian touch plenty free parking street laundromat corner hosts friendly helpful thank ove leilani little 
7143,2014-08-19,great location everything needed provided advertised nice respectful host definitely return future 
7143,2014-09-27,us location perfect able walk son house ova gracious space small provided place sleep needed 
7143,2014-11-17,ova made us feel welcome made sure everything needed told us call knock door anytime wife son sweet felt comfortable free thing without interruption feeling way place exactly described depicted need tons frills quite comfortable maps guide books like hotel would easy enough walk restaurants shops note minute walk downtown culver city minute drive find everything could want vegan vegetarian friendly overall nice quiet family reasonably priced place stay privacy proximity everywhere thanks guys 
7143,2015-05-02,attended wedding around corner smog shoppe could anymore convenient 
7143,2015-05-17,space described simple clean perfectly functional ova greeted minutes arriving suggested places nearby eat left devices clear simple 
7143,2015-05-24,ova responsive request text messages arrived house usually like hosts leave devices get settled responsive questions ova exactly property described easy check process would stay need place stay culver 
7143,2015-05-26,ova leilani place perfect short stay nice comfortable location also great highly recommended 
7143,2015-06-11,parents good time comfortable guest house 
7143,2015-06-27,nice quiet wonderful place land 
7143,2015-07-04,wonderful stay ova place apartment well located close everything la ova helpful us showing us good addresses felt like home highly recommend 
7143,2015-07-08,great hosts polite giving us privacy place clean bed comfortable soap towels available well guesthouse good neighborhood calm close everything la would highly recommend place next stay 
7143,2015-07-12,ova extremely helpful stay place felt safe everything needed weekend home base 
7143,2015-07-17,leilani ova place exactly advertised ova responsive thorough communication sent details needed several days advance checkout breeze would definitely stay 
7143,2015-08-29,spent month studio location great since car time walkable expo line stop makes convenient usc dtla also close bus lines weho venice culver city malibu hollywood studio private quiet although dated nice outside area kitchen fridge small stove use bathroom large shower tub bring toiletries apparently common la difficult time hosts available questions area home 
7143,2015-09-04,super logement simple calme propre et confortable directement sur venice boulevard pour un acces simple la plage ova nous accueilli notre nous donner toutes les infos nous recommandons chaudement ce logement 
7143,2015-09-13,cute backyard studio right clean quiet nicely furnished hosts accommodating questions answered promptly book next time culver city 
7143,2015-10-26,la weekend introduce month old son great grandfather husband chose place used live neighborhood knew would convenient location everywhere wanted go short trip beach dtla usc meet leilani stay greeted ova nouthak arrived super friendly nice people place perfect place stay baby hosts happened spare play crib son sleep meant haul travel crib us across country trip saved us headache associated traveling infant 
7143,2015-11-01,perfect holiday place location perfect center everything minutes berverly hills dowtown la hollywood etc accomodate gentle us quiet place considering price perfect ho give us somes oranges simply amazing tahnks 
7143,2015-11-08,location central basically get anywhere within minutes less traffic issues however bedding comforter whiteish stains baseboards mainly one near bed corner window really need wiped walls could use wipe break stay make better either shower long black hairs upon arriving leads believe wipe got provide towels etc bring place also smell locked bought candle left windows open day fixed issue immediately big deal plus got smell apple cinnamon entire time think expected anywhere go always bring candle travel make cozy anyway pricing place easily accessible location good bang buck let exactly needed stay really appreciate hosts completely left alone well let check late times saw ova got leaving nothing short nice flexible honestly made much less looking go la budget great spot thank hosts absolutely wonderful 
7143,2016-01-05,place amazing friend stayed five days absolutely enjoyed everything great location fully access equipment also quiet night see leilani ova nouthak person great job arranging arrival meeting needs would totally come visit possible 
7143,2016-01-26,make last minute trip los angeles leilani ova able accommodate less hours notice check simple left detailed instruction access apartment apartment centrally located sense get great neighborhood within minutes place definitely frills looking luxury definitely positive experience 
7143,2016-02-27,stayed comey month considerate hosts good location parking plentiful commute work mins every day month stayed full kitchen helpful us able cook meals also clean comfortable 
7143,2016-03-06,leilani ova spot arrived ease first steps place left us enough space quietness entire stay exactly expected short business friendly trip wifi worked well got enough tools kitchen cook shopping center public transportations far case rent car 
7143,2016-03-25,leilani ova nice finding way appartment easy let us stay could contact anything needed 
7143,2016-04-04,flat nice comfortable nice experience la thanks instructions everything easy find use 
